686e9b31-caeb-4908-95d5-931b50a8df9c;2023-12-28T06:18:12Z;09326655407;Bruce Wayne;42;87.28;7
32d527d4-485a-47ee-a9d5-e95f6b40ede7;2023-06-15T04:00:43Z;82982060095;Hal Jordan;38;974.80;3
1521e422-297d-4fa4-8252-1e7bdf3edeb2;2023-11-05T07:53:08Z;99200839899;Ethan Hunt;42;53.39;7
2bb2921d-c86f-444b-8f85-1a9aaac43609;2023-06-09T14:52:14Z;44396708729;Bruce Wayne;42;430.58;3
5b73bc48-f353-4cd8-955e-a15f5353ec49;2023-12-20T05:47:50Z;10732891068;Tony Stark;48;178.17;12
6b13ff10-1b29-4853-82cc-3b219b356b87;2023-11-17T18:02:34Z;53700188357;Bruce Wayne;42;58.21;1
6260d2ce-aadd-4fec-bb90-e78529403ac0;2023-06-22T06:35:52Z;21876142103;Bruce Wayne;42;402.80;3
05060bf8-01f4-4ba9-904e-12a1486d264d;2023-06-04T17:24:33Z;27307875027;Bruce Wayne;42;824.99;3
89cc0e7c-e9e9-427e-80af-10d907edc9ca;2023-09-06T07:35:42Z;85832027728;Tony Stark;48;486.75;2
1d927bcd-2a15-401a-bce8-2d24f265c3bd;2023-02-14T22:03:35Z;16829025264;Bruce Wayne;42;391.02;4
1ac33715-21e8-4091-86e5-6cd21532e0f0;2023-08-19T19:22:04Z;69927486712;Bruce Wayne;42;661.65;10
ee54aed6-8e4f-4b74-934b-93dbfda5f67e;2023-09-03T16:53:39Z;68550250128;Bruce Wayne;42;311.87;11
cdc9c8f9-0704-469c-a990-f01da3ae2d06;2023-07-26T12:28:20Z;35339488182;Laenor Velaryon;33;832.67;9
bfe3cbee-a4c8-4fd8-8899-137645d7eabb;2023-08-24T08:52:39Z;42274408533;Tony Stark;48;567.54;12
a4dd2a8a-da04-4497-af4a-c1a085b8a1cc;2023-05-20T04:58:08Z;92851778072;Auron;45;654.79;10
2bab0bf5-80be-40e2-b2e6-7da75826afe9;2023-12-23T19:00:02Z;70938393976;Tony Stark;48;871.31;9
0df56e69-2f3f-456e-8712-30d7979679f3;2023-09-13T18:32:45Z;86732517885;Tony Stark;48;504.84;2
7d3027c0-0dec-4a6e-a730-c45adfcb0802;2023-10-20T16:21:35Z;11577172092;Bruce Wayne;42;544.49;4
bf594b01-854b-4f01-93d6-ddbdc5a01ef5;2023-06-27T20:19:17Z;41436299470;Daemon Velaryon;38;873.73;1
973c87f2-f4da-4d4b-b3b0-8c02e7b7c8d2;2023-01-18T03:30:59Z;65984725706;Tony Stark;48;433.26;4
4a177217-4538-432e-b1e9-9678a9c452d6;2023-07-22T20:31:13Z;23094783525;Sarah Connor;45;728.70;3
e91e8c2a-1004-4321-a5b8-880e28201c6d;2023-07-08T09:38:20Z;99301584664;Atreus;17;176.00;4
ac42b3f7-a1e0-4cc5-859f-987d860493d7;2023-02-05T18:15:00Z;94791798545;Jaehaerys I Targaryen;70;152.24;2
2bbe6fce-767c-4d08-9298-7b03e300c13a;2023-04-04T18:22:19Z;32500573996;Bruce Wayne;42;858.94;5
d8a62e8b-4aef-43df-a9e2-f6abd07f7dd6;2023-05-14T18:58:16Z;15491246464;Elena Fisher;33;703.69;5
a695081e-257d-437f-85d2-500ab858c49a;2023-11-16T19:07:40Z;04883213283;Bruce Wayne;42;85.82;6
bb814add-ed3f-4b59-8a9f-46776d19d13d;2023-01-05T19:51:21Z;76246690934;Tony Stark;48;403.87;8
00222961-5803-46e7-baec-858322a9a2ee;2023-07-07T00:16:36Z;71141395761;Bruce Wayne;42;342.92;1
fd0faf28-9c30-4530-be12-61cac2b07108;2023-06-27T15:48:41Z;33842966410;Tony Stark;48;442.62;4
b06d5a63-1c5e-42a6-99d3-fcfe20cb3a89;2023-02-10T07:26:37Z;91556323782;Tony Stark;48;679.98;12
41cd3b94-e2b5-45ce-ab47-a0752824a813;2023-04-10T06:22:09Z;47853947726;Thor Odinson;33;212.69;10
244617f0-7d30-49e9-87b2-f98c22f518f4;2023-12-18T07:16:41Z;69125438406;Tony Stark;48;434.51;8
c6fe6e30-4436-4a22-94c9-f2f17e874802;2023-02-18T11:28:56Z;88453860447;Bruce Wayne;42;267.76;3
b10e60b3-7793-41fc-a7cf-9517660cbff9;2023-08-07T23:21:39Z;05293775433;Gordon Freeman;37;7.90;6
c36bd83c-6a25-4241-93a6-11cbf390ba77;2023-07-14T21:19:42Z;95489924114;Bruce Wayne;42;80.18;3
72c47df7-d354-474e-9193-3e23b71679e1;2023-10-12T07:01:25Z;19568963062;Tony Stark;48;90.99;4
40878e6a-cef5-499d-b50b-ff45cd2f17ba;2023-10-17T02:25:03Z;11280777101;Ravus Nox Fleuret;31;690.96;10
81265217-3e9d-43b8-a76a-081f897c7aaa;2023-04-16T06:03:58Z;06576819608;Tony Stark;48;666.36;1
7faaf7b7-9ac5-467f-99a8-c5389a5777aa;2023-08-10T19:45:19Z;97159156167;Bruce Wayne;42;158.34;1
32d42b66-0739-4497-bc44-f2ad827c64bb;2023-11-27T08:18:09Z;90022611473;Bruce Wayne;42;115.20;3
1c382db7-507f-4613-bc41-4e4c1f3d5bf1;2023-03-03T21:48:34Z;59252300739;Bruce Wayne;42;505.61;5
732f009e-6dc5-4105-8d6c-485dabd2f5d5;2023-12-01T09:17:48Z;24932031592;Bruce Wayne;42;46.74;8
14140ae8-5115-457e-b2cc-039438593028;2023-08-27T01:24:04Z;26120307545;Tony Stark;48;743.89;8
0cac3bf3-1650-4603-829f-430aa0da2047;2023-10-17T03:14:21Z;75593962587;Euron Greyjoy;45;411.08;7
8ea2f49b-6f8a-4741-aeda-464cd7890829;2023-09-08T07:49:42Z;94732122281;Tony Stark;48;600.00;7
3c478ace-d834-4285-bbea-c582a357a31d;2023-01-22T15:07:53Z;61693245606;Tony Stark;48;165.09;12
fd116455-5ab9-4eb1-9c24-993795038e90;2023-11-24T18:49:12Z;40831145173;Tony Stark;48;843.31;3
e959699f-5ab7-4a1d-ac27-57769aedb31c;2023-06-23T23:59:29Z;45408626926;Tony Stark;48;209.05;3
0d31d0c4-5ff0-468e-875d-3e6a39cb94ec;2023-05-03T00:19:44Z;50405475757;Aegon V Targaryen;58;522.44;3
dec35efd-e0ed-47d1-a9cf-67dec129a7aa;2023-07-04T09:01:37Z;54537821717;Hedwig;18;213.53;6
75ab7917-11d2-4498-8530-cbede3e936da;2023-11-05T03:07:31Z;91677332280;Luna Lovegood;26;568.65;7
c192c459-4c01-429e-8eed-d8b7aa6fcf29;2023-11-27T05:39:56Z;72119082487;Bruce Wayne;42;77.98;8
049d45c5-21c2-4415-84f6-90a5488846a1;2023-05-22T09:17:35Z;16453474232;Tony Stark;48;250.88;8
ce0c34b1-a385-4a66-a541-da48f7e09f3c;2023-10-07T21:06:12Z;53574781010;Bruce Wayne;42;784.89;11
0803fe32-45fc-4351-9f84-05204089f0ee;2023-03-26T22:34:23Z;01430307167;Tony Stark;48;558.78;5
e317ead3-f69a-484b-a3e2-5c9dfb708ae9;2023-11-04T10:15:04Z;04648271464;Tony Stark;48;870.93;8
4c4d265d-0076-4cc6-b9d9-0e1d09861a2c;2023-06-19T05:45:15Z;94617933497;Tony Stark;48;528.49;1
ab6cb5c8-c8e2-49f9-ab00-6c9da2251222;2023-08-11T00:38:09Z;26183392503;Tony Stark;48;507.68;4
00727a85-3eac-4305-a93c-e4e6a690c0f9;2023-01-04T10:09:35Z;21600167121;Bruce Wayne;42;203.14;8
344644bf-5302-43c8-9dbb-1404b9b7b6f6;2023-06-20T00:15:08Z;70589873401;Remus Lupin;49;122.29;8
8b793526-2ff3-44a7-ba02-07673fa6e0d2;2023-11-17T14:43:38Z;57390469437;Dr. John Watson;37;633.35;8
aeb71520-5363-4936-a4aa-33e4662ce85e;2023-05-01T11:47:52Z;81152056302;Tony Stark;48;203.45;9
2b422af2-b895-475e-b93a-9e5584f9c06c;2023-07-12T17:42:59Z;52967274852;Master Chief;45;941.36;11
8802667d-cc47-409e-8cc3-c2a42da3f6eb;2023-11-07T17:47:02Z;46859736445;Samwise Gamgee;38;674.22;12
766959e7-9426-40bb-910a-d98cf7eaffbc;2023-04-26T09:34:27Z;88136761368;Tony Stark;48;186.51;10
ffb76459-6f7b-4fd0-9ad7-570f0a973c16;2023-10-08T22:12:46Z;96946052178;Tony Stark;48;751.50;3
bf3084bd-ca1c-4ada-85a0-5db59eb1456c;2023-09-16T02:50:43Z;21751181092;Jorah Mormont;56;282.61;8
f13356ed-6c3d-4ac8-8de8-0b64db346a63;2023-11-28T04:16:59Z;48298613088;Bruce Wayne;42;728.73;6
3e4be172-c510-48b5-846d-be3555a88d79;2023-03-01T08:52:30Z;37639167744;Tony Stark;48;59.61;11
eae159b0-462b-40bc-b1e1-1fa61470bc44;2023-03-24T13:56:19Z;28895887305;Bran Stark's direwolf;10;838.99;11
5fe97b6f-b687-405e-b951-1915fc45dfd9;2023-08-12T16:41:55Z;04532748333;Rocket Raccoon;35;346.27;9
3c54c78b-2a77-4597-ac21-f1132caab4da;2023-10-13T07:36:37Z;24942349418;Tony Stark;48;920.55;3
e82d2248-f80e-475f-af75-62cfb53dca2e;2023-01-07T12:43:51Z;78447291774;Tony Stark;48;442.81;8
323f6adf-2ad3-4b46-ae7c-ead00c95e016;2023-09-10T23:19:33Z;86093864014;Ethan Hunt;42;142.98;12
1d053054-415a-4472-a4d9-8b08cf82abfe;2023-08-22T08:19:43Z;30675040124;Tony Stark;48;23.38;8
846bc57c-956e-4a95-9043-c12ea75e4a00;2023-02-11T16:42:41Z;07846658320;Lilith;34;193.36;11
